combined_recipe,combined_ingredients
"Singapore Chicken Stew Steps: 1) Rinse chicken and pat dry. Cut into 1-inch chunks. Combine flour, salt, chilli flakes, and five spice in a ziplock baggy. Add chicken chunks and shake until coated. 2) Heat oil in a 4-5 quart pan over medium-high heat. Add chicken and spice mixture, garlic, and ginger. Stir-fry until chicken is cooked outside but still pink inside, about 3 minutes (cut to test). 3) Add coconut milk and broth and bring to a simmer. Reduce heat; cover and simmer about 5 minutes longer. 4) Add spinach leaves, corn, tomatoes, water chestnuts, green onions, and lime juice. Cook, stirring frequently, until spinach is limp, about 3 minutes. 5) Serve garnished with cilantro leaves. Ingredients: 1 lb boneless skinless chicken breast, 2 tablespoons flour, 1/2 teaspoon salt, 1/2 teaspoon hot chili flakes, 1/2 teaspoon Chinese five spice powder, 1 tablespoon vegetable oil, 2 garlic cloves, peeled and minced, 1 tablespoon grated fresh gingerroot, 1 (14 ounce) can coconut milk, 1 (14 1/2 ounce) can reduced-sodium fat-free chicken broth, 2 cups lightly packed washed baby spinach leaves (about 4 ozs), 1 (14 ounce) can baby corn, drained, 2 roma tomatoes, cored and chopped (about 1/2 lb total), 1/4 cup sliced canned water chestnut, 1/4 cup thinly sliced green onion (including some green tops), 1 tablespoon lime juice, 3 tablespoons fresh cilantro leaves (also called coriander leaves)","1 lb boneless skinless chicken breast, 2 tablespoons flour, 1/2 teaspoon salt, 1/2 teaspoon hot chili flakes, 1/2 teaspoon Chinese five spice powder, 1 tablespoon vegetable oil, 2 garlic cloves, peeled and minced, 1 tablespoon grated fresh gingerroot, 1 (14 ounce) can coconut milk, 1 (14 1/2 ounce) can reduced-sodium fat-free chicken broth, 2 cups lightly packed washed baby spinach leaves (about 4 ozs), 1 (14 ounce) can baby corn, drained, 2 roma tomatoes, cored and chopped (about 1/2 lb total), 1/4 cup sliced canned water chestnut, 1/4 cup thinly sliced green onion (including some green tops), 1 tablespoon lime juice, 3 tablespoons fresh cilantro leaves (also called coriander leaves), chinese"
"Simple Delicious Nasi Lemak (Coconut Milk Rice) Steps: 1) Combine all ingredients in rice cooker and mix well. 2) Select ” White Rice” setting. 3) Fluff 4) When the coconut milk rice is cooked, let it sits for 30 minutes before serving for best texture (the rice is still wet when it is just cooked). Fluff the cooked rice. 5) Serve the fragrant coconut milk rice with deep-fried anchovies, hard boiled eggs, cucumber and sambal chili sauce-Simply Delicious. Ingredients: 300 g white rice (rinsed & drained), 560 ml thin coconut milk (60 ml thick coconut milk + 500 ml water), ½ tsp salt, 25 g old ginger (smashed), 3 leaves Pandan leaves","300 g white rice (rinsed & drained), 560 ml thin coconut milk (60 ml thick coconut milk + 500 ml water), ½ tsp salt, 25 g old ginger (smashed), 3 leaves Pandan leaves, indian"
"Singapore Cucumber Salad Steps: 1) Combine all ingredients in a large mixing bowl and allow to sit 10 minutes before serving. Ingredients: 1 cucumber, large seedless, thinly sliced on the bias, 1/2 yellow bell pepper, cored, seeded and thinly sliced, 1/2 red bell pepper, cored, seeded and thinly sliced, 1/2 cup red onion, thin-sliced, 1 navel orange, peeled, halved and thinly sliced, 1 tablespoon low sodium soy sauce (tamari OK too), 2 tablespoons mirin, 1 tablespoon rice vinegar, unseasoned, 1 teaspoon sriracha sauce (sambal oelek OK too), 2 teaspoons brown sesame seeds (black OK )","1 cucumber, large seedless, thinly sliced on the bias, 1/2 yellow bell pepper, cored, seeded and thinly sliced, 1/2 red bell pepper, cored, seeded and thinly sliced, 1/2 cup red onion, thin-sliced, 1 navel orange, peeled, halved and thinly sliced, 1 tablespoon low sodium soy sauce (tamari OK too), 2 tablespoons mirin, 1 tablespoon rice vinegar, unseasoned, 1 teaspoon sriracha sauce (sambal oelek OK too), 2 teaspoons brown sesame seeds (black OK ), japanese"
"Grilled Lemongrass Chicken Chop With Air Fryer Steps: 1) Dry chicken 2) Dry cleaned boneless chicken whole legs with kitchen towels. 3) Pierce chicken whole legs with holes using a fork. 4) blend ingredients for marinade 5) Combine ingredients for marinade in blender, blend until fine. 6) marinate overnight 7) Pour marinade over chicken whole legs, coat each well with marinade. Keep refrigerated to marinate for at least 5 hours or overnight. (Reminder: Marinate longer for better taste.) 8) coat chicken with oil 9) Set aside marinated chicken at room temperature for 30 minutes before grilling. Transfer marinated chicken to a large pan (discard excess marinade), coat both sides with cooking oil. 10) coat wire rack with oil 11) Put wire rack into air fryer basket, coat with cooking oil. 12) Arrange chicken on wire rack 13) Arrange chicken whole legs on wire rack (skin-side down). 14) bake at 180°C for 10 minutes 15) Put into air fryer, bake at 180°C for 10 minutes. 16) turn over, bake at 180°C for 10 minutes 17) Turn the chicken whole legs over, bake again at 180°C for 10 minutes. 18) Bake at 200°C for 5 minutes 19) Bake at 200°C for another 5 minutes. 20) Cut into small pieces 21) Cut chicken chops into small pieces. Ingredients: 4 pcs boneless chicken whole legs, 6 stalks lemongrass, 1 sprig curry leaf, 15 g garlic, 20 g shallot, 40 g onion, ½ tsp ground pepper, 1 tsp curry powder, 2 ¾ tsps fine salt, 3 ½ tbsps fine sugar, 200 g water, 2 tbsps cooking oil","4 pcs boneless chicken whole legs, 6 stalks lemongrass, 1 sprig curry leaf, 15 g garlic, 20 g shallot, 40 g onion, ½ tsp ground pepper, 1 tsp curry powder, 2 ¾ tsps fine salt, 3 ½ tbsps fine sugar, 200 g water, 2 tbsps cooking oil, indian"
"Peranakan Style Nyonya Acar Recipe Steps: 1) bake & chop peanuts 2) Spread raw peanuts evenly on a baking tray, preheat the oven, and bake at 170°C/340°F for 15 minutes, or until golden brown. Set aside to cool completely before removing the skin of the peanuts. Note: Baking time may vary depending on your oven. Crush the peanuts with a food processor. 3) Toast white sesame seeds in a dry pan over medium heat for about 3-4 minutes until golden brown and fragrant. 4) Cut veggies 5) Wash and clean carrot, long beans, cucumber, and cabbage, cut into 3 cm thin strips. 6) marinate veggies with salt 7) Mix vegetable strips with 2 Tablespoons of salt, marinate for 30 minutes. 8) rinse veggies 9) Discard leftover liquid, rinse with clean water, drain through with a colander. 10) blanch veggies 11) Bring a large pot of water to a full rolling boil, blanch, or briefly cook the vegetable strips for 60 seconds. 12) dry veggies 13) Spread evenly on a clean cloth, air drying using a fan, or place in a well-ventilated area to dry the vegetable strips for at least an hour. 14) Cut pineapple into short strips, about 3 cm in length. 15) stir-fry pineapple 16) Add some oil to a skillet, stir-fry pineapple over high heat for 2-3 minutes, or until heated through. 17) prepare chili paste 18) Add 2 stalks of lemongrass, 200g fresh chili (de-seed), 80g shallot, 30g garlic, 12g galangal, 5g dry chili (de-seed), ½ tsp turmeric, 160g oil in a blender. Process all ingredients to a smooth chili paste. 19) cook chili paste 20) Add 4 tbsps of oil, pour chili paste into the cooking pan, bring to the boil. Reduce to medium or medium-low heat, cook for 8-10 minutes until fragrant. 21) Add sugar, salt & vinegar 22) Stir in 100 g sugar, 1 tsp salt, and 150 ml rice vinegar, bring the mixture to boil. 23) Add in veggies 24) Scoop off excess oil from the chili paste. Mix in vegetables and pineapple, turn off the heat. 25) Add in sesame & peanuts 26) Stir in sesame seeds and peanuts. 27) Serve 28) Allow cooling completely before storing it. Keep nyonya acar refrigerated for up to a month. Ingredients: 100 g peanut, 80 g white sesame seeds, 200 g carrot, 200 g long bean, 200 g cucumber, 200 g cabbage, 2 tbsps salt, 300 g pineapple, 2 sticks of lemongrass, 200 g fresh red chilli (de-seed), 80 g shallot, 30 g garlic, 12 g Galangal, 5 g dried chilli (de-seed), ½ tsp turmeric, 160 g oil, 4 tbsps oil, 150 ml rice vinegar, 100 g sugar, 1 tsp salt","100 g peanut, 80 g white sesame seeds, 200 g carrot, 200 g long bean, 200 g cucumber, 200 g cabbage, 2 tbsps salt, 300 g pineapple, 2 sticks of lemongrass, 200 g fresh red chilli (de-seed), 80 g shallot, 30 g garlic, 12 g Galangal, 5 g dried chilli (de-seed), ½ tsp turmeric, 160 g oil, 4 tbsps oil, 150 ml rice vinegar, 100 g sugar, 1 tsp salt, thai"
"Fried Red Bean Curd Chicken Wing (Nam Yue Chicken Wing) Steps: 1) Dry chicken wings 2) Dry cleaned chicken wings with kitchen towels. 3) Pierce chicken wings with holes using a fork. 4) coat with marinade 5) Put all ingredients for marinade in a zip-lock bag, mix well. Put in chicken wings, zip the bag, coat each well with marinade. 6) marinate for at least 3 hours 7) Keep refrigerated to marinate for at least 3 hours. (Reminder: You may marinate the wings longer for better taste.) 8) Add in rice flour & cornstarch 9) Add rice flour and cornstarch to marinated chicken wings, mix well. 10) deep-fry 11) Preheat cooking oil to 170°C/340°F, turn to medium-low heat. Put in chicken wings, fry for about 6-7 minutes, until golden brown. Turn to medium-high heat for about 45 seconds before removing from oil. 12) drain off oil 13) Put fried red bean curd chicken wing on strainer ladle to drain off the oil. Ingredients: 8 chicken wings (cleaned), 1 tbsp rice flour, 1 tbsp cornstarch, 40 g about 2 pieces red fermented bean curd, 1 clove garlic (minced) (7 g ), 1 bulb shallot (minced) (10 g ), 1 egg (size: M) (45 g), ¼ tsp sesame oil, 1 tbsp fine sugar, ½ tsp fine salt","8 chicken wings (cleaned), 1 tbsp rice flour, 1 tbsp cornstarch, 40 g about 2 pieces red fermented bean curd, 1 clove garlic (minced) (7 g ), 1 bulb shallot (minced) (10 g ), 1 egg (size: M) (45 g), ¼ tsp sesame oil, 1 tbsp fine sugar, ½ tsp fine salt, french"
"Singapore Velvet Shrimp Steps: 1) Make sauce: combine all the ingredients in a bowl; mix well and set aside. 2) Place a stir-fry pan over high heat until hot; add oil, swirling to coat all sides. 3) Add in lemongrass, garlic, and ginger; cook, stirring, until fragrant, about 15 seconds. 4) Add in yellow onion, red bell pepper, and green onion pieces and stir-fry until the onion slices begin to brown on the edges, about 2 minutes. 5) Add in the shrimp and stir-fry until they begin to curl and turn pink, 1 ½ to 2 minutes. 6) Add in the sauce and cook, stirring, until the sauce boils and thickens slightly, about 30 seconds. 7) Add in the sesame oil and toss to coat the shrimp evenly. 8) Transfer to a plate, sprinkle with the chopped green onion, and serve. Ingredients: 1/2 cup ketchup, 1/2 cup water, 2 tablespoons sweet chili sauce, 1 1/2 tablespoons curry powder, 1 tablespoon vegetable oil, 1 stalk lemongrass, stalk bottom 4 inches only, minced, 2 garlic cloves, minced, 1 teaspoon minced ginger, 1/2 yellow onion, thinly sliced, 1/2 red bell pepper, thinly sliced, 3 green onions (2 cut into 2-inch pieces, 1 chopped), 1 lb medium raw shrimp, peeled and deveined, 1 tablespoon sesame oil","1/2 cup ketchup, 1/2 cup water, 2 tablespoons sweet chili sauce, 1 1/2 tablespoons curry powder, 1 tablespoon vegetable oil, 1 stalk lemongrass, stalk bottom 4 inches only, minced, 2 garlic cloves, minced, 1 teaspoon minced ginger, 1/2 yellow onion, thinly sliced, 1/2 red bell pepper, thinly sliced, 3 green onions (2 cut into 2-inch pieces, 1 chopped), 1 lb medium raw shrimp, peeled and deveined, 1 tablespoon sesame oil, thai"
"Fragrant Taro Rice/Yam Rice Steps: 1) Rinse white rice for 2 times with water, drain off the water completely. 2) Steam lap cheong for 10 minutes until cooked through. 3) cut ingredients 4) Chop scallion. Dice lap cheong. Slice shallot. Dice taro. Dice soaked mushroom. Finely chop soaked dried shrimp. 5) fried shallot 6) Add shallot to 200 g of cooking oil, mix well. Cook over medium-high heat until lightly browned. Off the heat, continue to cook with residual heat until golden brown. Put fried shallot on a sieve to drain off the oil, set aside to cool. 7) cook ingredients 8) Preheat 6 tbsps of cooking oil, add in dried shrimp, cook over medium heat for 2 minutes. Add in mushroom and taro, cook for another 2 minutes. 9) Add in uncooked white rice, continue to cook for 2 minutes. 10) add in seasoning 11) Add oyster sauce, dark soy sauce and fine salt to 100 g of water from soaking ingredients, mix well, add to white rice, cook until liquid has dried up. 12) add water, cook in rice cooker 13) Transfer to rice cooker, add in 650 g of water from soaking ingredients, cook with “White Rice” function. (Reminder: Adjust the amount of water added according to the type of white rice you use.) 14) add in lap cheong and scallion 15) When the rice is cooked, add in lap cheong and scallion, mix well. 16) Garnish with fried shallot 17) Garnish with some fried shallot before serving. Ingredients: 450 g uncooked white rice, 2 sticks lap cheong (Chinese sausage), 1 stalk scallion, 100 g shallot, 300 g taro, 30 g mushroom (soaked & drained, keep the soaking water), 50 g dried shrimp (soaked & drained, keep the soaking water), 100 g water (+650 g from soaking ingredients), 1 tbsp oyster sauce, 1 ¼ tsps dark soy sauce, ¾ tsp fine salt","450 g uncooked white rice, 2 sticks lap cheong (Chinese sausage), 1 stalk scallion, 100 g shallot, 300 g taro, 30 g mushroom (soaked & drained, keep the soaking water), 50 g dried shrimp (soaked & drained, keep the soaking water), 100 g water (+650 g from soaking ingredients), 1 tbsp oyster sauce, 1 ¼ tsps dark soy sauce, ¾ tsp fine salt, chinese"
"Spicy Canned Sardine Recipe (Sweet N Sour) Steps: 1) rinse dried chilies & tamarind 2) Cut dried chilies and soak with warm water until soften, remove as many seeds as possible. Rinse dried slices of tamarind, set aside. 3) cut lemongrass 4) Cut off the root and leaf of lemongrass, divide the stalk into 2-3 sections depending on the length of your lemongrass. Smash with the back of a heavy knife to release the zesty lemongrass flavor. 5) cut ladies’ finger 6) Wash and clean ladies’ finger (okra) and eggplant, cut into sections. Other vegetables such as tomato, long beans, etc. can be added. 7) Cut eggplant into sections 8) Cut onion 9) Cut the onion in half lengthwise, slice away both ends and remove the skin. Wash the onion and cut into wedges, then separate the layers. 10) stir fry ingredients until half cooked 11) Heat 1½ tablespoon of oil, add in the onion and stir fry until half cooked or half softened. Add in dried chilies and lemongrass, stir fry for half minute on medium heat. 12) add canned sardine, veggies & water, simmer 13) Pour in 1 canned sardine (425g), 350g water, 3 slices of dry tamarind, 3 okras (ladies’ fingers), ½ eggplant, ½ teaspoon turmeric powder, ½ teaspoon black pepper, 1 teaspoon white vinegar. Bring it to the boil and simmer for 8 minutes. 14) season with salt & sugar 15) Season with 1 tablespoon of sugar and ½ teaspoon of salt before serving. Ingredients: 425 g canned sardine in tomato sauce (1 can), 5 g dried chillies (5 pieces ), 3 slices Dried Sliced Tamarind (Garcinia atroviridis), 1 stalk lemongrass, 3 okra (ladies’ fingers), ½ eggplant, 1 onion, 1½ tbsp oil, ½ tsp turmeric powder, ½ tsp black pepper, 1 tsp white vinegar, 1 Tbsp sugar, ½ tsp salt, 350 g water","425 g canned sardine in tomato sauce (1 can), 5 g dried chillies (5 pieces ), 3 slices Dried Sliced Tamarind (Garcinia atroviridis), 1 stalk lemongrass, 3 okra (ladies’ fingers), ½ eggplant, 1 onion, 1½ tbsp oil, ½ tsp turmeric powder, ½ tsp black pepper, 1 tsp white vinegar, 1 Tbsp sugar, ½ tsp salt, 350 g water, southern_us"
"Super Singapore Chicken Rice Steps: 1) Cut off the chickens legs and wings. Store for later. 2) Fill a pan big enough to fit the whole chicken, halfway with water. And add the stock cube and half of the ginger. 3) Bring to a boil and add the chicken without it's limbs. 4) Cover and let cook over medium heat for max. 20 minutes. Not too long or it'll be dry. 5) Take out the chicken and leave it covered to cool slowly. If it wasn't totally cooked when it came out of the pan, the residual heat will do it in the time it takes to complete the next few steps. 6) Take out the ginger and cook the rice in the broth leftover from the chicken. This is the secret to great chicken rice. Cooking the rice in this broth will make it really tasty and a little oily, just the way you want it. 7) For the sauce, grind up all the ingredients and add more of each to taste. Its supposed to be fiery hot! I add the mirin for a little sweetness. 8) When the rice is done, drain and let sit covered. 9) Sharpen your best knife and place the chicken on your cutting board. 10) To cut perfect breasts off a chicken you need to find the spine. Place your knife in the center of the chicken and push down slightly. The knife will slide off of one side of the spine and this is the side you will be cutting first. Slowly start cutting down and try to feel where the ribs are. Stay as close as possible to them without cutting through. The head side will come off first and you can get a better grip for the last bit. Be careful with the skin though, you want it to stay on. Repeat on the other side and you're done. 11) Cut the chicken breasts slantwise into pieces about 1 cm or 1/2 inch thick. 12) Chop up the spring onion and either stir through the rice or sprinkle over later as garnish. 13) Slice the cucumber into thin strips. 14) To fix the plate fill a small bowl with rice and tip it over like making a sandcastle. This will give you a perfect dome of rice. Next to that place you perfectly sliced chicken. Place the strips of cucumber next to the chicken. Serve the sauce in separate bowls for dipping. 1 for the chili sauce and another for the soy sauce. 15) Enjoy! 16) Add the leftover sauce to the legs and wings in a plastic bag and store in the fridge overnight. Add more if necessary. Stick in the oven for 25 minutes at 160C or 320F and enjoy again! Ingredients: 1 whole chicken (preferably organic, it just tastes better), 1 chicken stock cube, 1/2 inch fresh ginger, sliced, 2 cups white rice (pandan if you can get it), 1 spring onion, 1 cucumber, 1 fresh chili pepper, 1/2 inch ginger, 2 garlic cloves, 2 tablespoons mirin (japanese sweet vinegar), 1 teaspoon of grated lemongrass, dark soy sauce","1 whole chicken (preferably organic, it just tastes better), 1 chicken stock cube, 1/2 inch fresh ginger, sliced, 2 cups white rice (pandan if you can get it), 1 spring onion, 1 cucumber, 1 fresh chili pepper, 1/2 inch ginger, 2 garlic cloves, 2 tablespoons mirin (japanese sweet vinegar), 1 teaspoon of grated lemongrass, dark soy sauce, japanese"
"Best Beef Singapore Sates Steps: 1) Cut the steaks, including the fat, into 1/2-inch cubes and place them in a ziplock bag. Stir together the brown sugar, coriander, turmeric, cumin, pepper, fish sauce and oil. Pour over the beef cubes the marinade mixture and massage contents to coat evenly. Refrigerator for at least 2 hours; the longer it marinates, the richer the flavor will be. 2) Drain the cubes of beef, discarding the marinade. Season with salt. Thread the beef onto bamboo skewers, leaving the bottom half of each skewer bare for a handle and 1/4 inch exposed at the pointed end. 3) Set up the grill for direct grilling and preheat to high. 4) When ready to cook, brush and oil the grill grate. Arrange the sates on the hot grate. Grill the sates until cooked to taste, 1 to 2 minutes per side for medium-rare, a little longer for medium. 5) To Make Singapore Cucumber Relish: Cut the cucumber into 1/4-inch dice. Place the cucumber, shallot, chile, rice vinegar and sugar in a mixing bowl and toss gently to mix. Season with salt and pepper to taste. The relish can be made up to 2 hours ahead. Ingredients: 1 1/2 lbs rib eye steaks (about 1/2 inch thick) or 1 1/2 lbs sirloin steaks (about 1/2 inch thick), 3 tablespoons light brown sugar, 2 tablespoons ground coriander, 1 tablespoon ground turmeric, 1 1/2 teaspoons ground cumin, 1 1/2 teaspoons fresh ground black pepper, 3 tablespoons asian fish sauce or 3 tablespoons soy sauce, 3 tablespoons vegetable oil, plus additional for grill grates, 4 bamboo skewers, water soaked for at least 30 minutes, salt, 2 kirby cucumbers or 1 medium cucumber, cut in half lengthwise and seeded, 1 shallots, minced (2 to 3 tablespoons) or 1 green onion, both white and green parts, trimmed and minced, 1 small hot red chili pepper, stemmed, seeded, and minced (such as a bird or cayenne pepper), 2 tablespoons rice vinegar, 1 tablespoon sugar, coarse koscher salt or sea salt, fresh ground black pepper","1 1/2 lbs rib eye steaks (about 1/2 inch thick) or 1 1/2 lbs sirloin steaks (about 1/2 inch thick), 3 tablespoons light brown sugar, 2 tablespoons ground coriander, 1 tablespoon ground turmeric, 1 1/2 teaspoons ground cumin, 1 1/2 teaspoons fresh ground black pepper, 3 tablespoons asian fish sauce or 3 tablespoons soy sauce, 3 tablespoons vegetable oil, plus additional for grill grates, 4 bamboo skewers, water soaked for at least 30 minutes, salt, 2 kirby cucumbers or 1 medium cucumber, cut in half lengthwise and seeded, 1 shallots, minced (2 to 3 tablespoons) or 1 green onion, both white and green parts, trimmed and minced, 1 small hot red chili pepper, stemmed, seeded, and minced (such as a bird or cayenne pepper), 2 tablespoons rice vinegar, 1 tablespoon sugar, coarse koscher salt or sea salt, fresh ground black pepper, thai"
"Spicy Stir Fry Noodles (Mee Goreng) Steps: 1) Cut chicken fillets or meat into thin slices. 2) Marinate with ¼ tsp salt, 1 tsp cornstarch, 2 tsp water, 1 tsp oil, set aside. 3) Wash and clean 350g bean sprout with running water, set aside. Note: I use the same portion size of bean sprouts to noodles. 4) Cut 2 stalks of scallion and 1 stalk of leaf celery. 5) Wash and drain 450g yellow noodles with cool water. 6) Mix 1 tablespoon light soy sauce, ½ teaspoon dark soy sauce, 1 teaspoon sugar, 1 teaspoon vinegar and 1 tablespoon ketchup, set aside the sauce for stir-frying. 7) Chili paste: Add in fresh chili (de-seed), dried chili (de-seed), onion, shallots, garlic, dried shrimp (soaked) and cooking oil into food processor. Process until fine, oil helps with the blending process; add just enough to process all the ingredients. Stir with spatula in between blending when necessary. 8) Add 1 tsp of oil, pour chili paste into cooking pan, bring to the boil. Reduce to medium or medium-low heat, cook for 8-10 minutes until fragrant, season with 1 tablespoon of sugar (15g) and ¾ teaspoon of salt (5g), mix to incorporate. Note: For less heat, reduce chili paste. 9) Add in chicken slices, stir-fry until the meat is almost done. 10) Pour in bean sprouts, leaf celery and scallions, mix slightly. Add in noodles, turn to high heat and stir fry for 2-3 minutes. 11) Stir fry for 2-3 minutes. 12) Add stir-fry sauce, swirl from the sides of the wok. 13) Serve stir fry noodles (mee goreng) hot & enjoy. Ingredients: 450 g Yellow noodles (Lye noodles), 350 g bean sprouts, 1 stalk leaf celery (Chinese celery), 2 stalks scallion, 35 g fresh red chilies (de-seed), 15 g dried chilies (cut, soak, de-seed, drain), 1 onion (about 90g-100g), 20 g shallot, 10 g garlic, 10 g dried shrimp (soak & drain), 75 g oil, 1 tbsp sugar (15g), ¾ tsp salt (5g), 5 chicken fillets (or 250g of chicken meat, sliced), ¼ tsp salt, 1 tsp cornstarch, 2 tsp water, 1 tsp oil, 1 tbsp light soy sauce, ½ tsp dark soy sauce, 1 tsp sugar, 1 tsp vinegar, 1 tbsp ketchup","450 g Yellow noodles (Lye noodles), 350 g bean sprouts, 1 stalk leaf celery (Chinese celery), 2 stalks scallion, 35 g fresh red chilies (de-seed), 15 g dried chilies (cut, soak, de-seed, drain), 1 onion (about 90g-100g), 20 g shallot, 10 g garlic, 10 g dried shrimp (soak & drain), 75 g oil, 1 tbsp sugar (15g), ¾ tsp salt (5g), 5 chicken fillets (or 250g of chicken meat, sliced), ¼ tsp salt, 1 tsp cornstarch, 2 tsp water, 1 tsp oil, 1 tbsp light soy sauce, ½ tsp dark soy sauce, 1 tsp sugar, 1 tsp vinegar, 1 tbsp ketchup, chinese"
"P F Chang'S Singapore Black Pepper Shrimp Steps: 1) Remove the head and shell of each shrimp, leaving only the shell tail intact. Devein by cutting along the top middle part of the shrimp and remove the black veins. 2) Cut the spring onions in 1 inch lengths and separate thick bottom white stalks from the top green portion. 3) Pound the black peppercorns using mortar and pestle till coarse (not powdery). 4) Melt butter in heated wok or large skillet. Add garlic, crushed peppercorns and thick spring onion (white) stalks and stir fry until garlic is lightly browned. 5) Add water, light soy sauce, dark soy sauce and brown sugar. Add shrimp and the rest of the spring onions (green). Stir fry till shrimp are cooked (5-7 minutes). Ingredients: 8 large shrimp, 2 stalks spring onions, 1 tablespoon garlic, minced, 1/2 tablespoon black peppercorns, 1/2 teaspoon light soy sauce, 1/4 teaspoon dark soy sauce, 2 1/2 tablespoons water, 1/2 teaspoon brown sugar, 1 tablespoon butter","8 large shrimp, 2 stalks spring onions, 1 tablespoon garlic, minced, 1/2 tablespoon black peppercorns, 1/2 teaspoon light soy sauce, 1/4 teaspoon dark soy sauce, 2 1/2 tablespoons water, 1/2 teaspoon brown sugar, 1 tablespoon butter, chinese"
"Singapore Rojak Steps: 1) Toast shirmp paste on low heat for 1 minute. 2) Blend/process chillies, sugar and belacan to form a paste. 3) Add salt and tamarind juice. Blend briefly. 4) Stir in peanuts. 5) Serve with cucumber, tau kwa (hard bean curd), bean sprouts, green mango or anything really. Ingredients: 3 -4 large chilies, 1 tablespoon palm sugar, grated, 1 teaspoon shrimp paste, grated, 1/4 teaspoon salt, 2 tablespoons tamarind juice, 1/2 cup peanuts, coarsely chopped","3 -4 large chilies, 1 tablespoon palm sugar, grated, 1 teaspoon shrimp paste, grated, 1/4 teaspoon salt, 2 tablespoons tamarind juice, 1/2 cup peanuts, coarsely chopped, thai"
"Char Kway Teow (Singapore Chow Fun Noodle Dish) Steps: 1) Rinse and drain the mung bean sprouts. Peel and chop the onion. Peel the carrots and cut on the diagonal into 1/4-inch pieces. Shred the cabbage. Cut the chili peppers in half lengthwise, remove the seeds and finely chop. Peel and finely chop the garlic. 2) Cut the barbequed pork (if using) into thin pieces. Cut the sausages (again, if using) on the diagonal into 1/2-inch pieces. Steam the sausages for about 10 minutes. Soak the shrimp in lightly salted warm water for 5 minutes. 3) In a small bowl, mix the oyster sauce, light and dark soy sauce and brown sugar. Set aside. 4) Heat 1 tablespoon oil in a wok over medium heat. Add eggs and scramble. Remove. Heat 2 tablespoons oil in a wok over medium-high heat. Add onions and carrots and stir-fry until the onion is softened. Add the chiles and garlic and stir-fry until fragrant. Add the shrimp and stir-fry unti they turn pink. Add the sausages and the barbequed pork. Stir in the cabbage. Remove and clean out the wok. 5) Heat 1 tablespoon oil in a wok over medium heat. Add the eggs and lightly scramble. Clean out the wok. 6) Heat 2 tablespoons oil. Add the rice noodles and cook for 2 minutes, stirring continuously. Push up to the sides and add the sauce in the middle. Heat to boiling, then mix in with the noodles. Add the other ingredients back in the pan. Stir in the mung bean sprouts. Cook for 30 seconds then stir in the egg. Continue cooking, adding a bit of water or chicken broth if the mixture gets too dry. Season with the salt and pepper. Serve hot, garnished with the cilantro. Ingredients: 1 cup mung bean sprouts, 1 yellow onion, 2 large carrots, 1 cup shredded napa cabbage, 3 -4 fresh chili peppers (to taste), 2 garlic cloves, 2 Chinese sausage (lop cheong) (optional), 6 ounces peeled and deveined fresh medium shrimp, 1 lb fresh rice noodles (or dried rice noodles, prepared according to package directions), 2 tablespoons oyster sauce, 1 tablespoon soy sauce, 1 tablespoon dark soy sauce, 1 teaspoon brown sugar, 3 tablespoons oil, for stir-frying, 3 eggs, lightly beaten, salt & freshly ground black pepper, to taste, 1 tablespoon chopped fresh cilantro leaves","1 cup mung bean sprouts, 1 yellow onion, 2 large carrots, 1 cup shredded napa cabbage, 3 -4 fresh chili peppers (to taste), 2 garlic cloves, 2 Chinese sausage (lop cheong) (optional), 6 ounces peeled and deveined fresh medium shrimp, 1 lb fresh rice noodles (or dried rice noodles, prepared according to package directions), 2 tablespoons oyster sauce, 1 tablespoon soy sauce, 1 tablespoon dark soy sauce, 1 teaspoon brown sugar, 3 tablespoons oil, for stir-frying, 3 eggs, lightly beaten, salt & freshly ground black pepper, to taste, 1 tablespoon chopped fresh cilantro leaves, chinese"
"Sweet And Spicy Crispy Fried Anchovies Steps: 1) Rinse anchovies, dry with kitchen towels. Preheat cooking oil to 160°C, add in anchovies and cook until golden brown, stirring occasionally. Drain and cool on an oil strainer. 2) Add sugar to soy sauce, mix well. 3) Preheat a cooking pan, add in some oil, add in onion and cook until soften. 4) Add in soy sauce mixture and chilli padi, cook until slightly thickened. 5) Add in the anchovies and mix well. Ingredients: 100 g anchovies (cleaned), 1 onion (sliced), 2½ tbsps sugar, 2 tbsps light soy sauce, 2 chilli padi (bird’s eye chilli(seeded, cut))","100 g anchovies (cleaned), 1 onion (sliced), 2½ tbsps sugar, 2 tbsps light soy sauce, 2 chilli padi (bird’s eye chilli(seeded, cut)), chinese"
